restaurant_id,featureForExcel
4506.0,주차 가능
4440.0,아침을 먹을 수 있는
4440.0,주차 가능
3615.0,역사가 오래된
3615.0,아침을 먹을 수 있는
3615.0,주차 가능
29617.0,인테리어가 좋은
29617.0,전망이 좋은
29617.0,연중무휴
29617.0,모던/스타일리시
29617.0,주차 가능
8887.0,역사가 오래된
8887.0,주차 가능
4350.0,가족과 외식하기 좋은
4350.0,연중무휴
4350.0,주차 가능
1735.0,주차 가능
32408.0,전망이 좋은
32408.0,음악 감상을 할 수 있는
32408.0,주차 가능
29268.0,주차 가능
8987.0,역사가 오래된
8987.0,아침을 먹을 수 있는
8987.0,주차 가능
5324.0,주차 가능
33722.0,전망이 좋은
33722.0,테라스가 있는
33722.0,주차 가능
33722.0,플랜테리어
2307.0,아침을 먹을 수 있는
2307.0,주차 가능
6932.0,아침을 먹을 수 있는
6932.0,주차 가능
6027.0,미술 작품이 있는
6027.0,전망이 좋은
6027.0,정원이나 산책로가 있는
6027.0,테라스가 있는
6027.0,반려동물 동반 가능
6027.0,주차 가능
4478.0,아침을 먹을 수 있는
4478.0,주차 가능
2669.0,역사가 오래된
2669.0,연중무휴
2669.0,주차 가능
42826.0,스타 셰프가 운영하는
42826.0,인테리어가 좋은
42826.0,프라이빗룸이 있는
42826.0,발레 파킹
42709.0,스타 셰프가 운영하는
42709.0,인테리어가 좋은
42709.0,파인 다이닝을 할 수 있는
42709.0,분위기가 좋은
42709.0,발레 파킹
40089.0,연중무휴
40089.0,주차 가능
40187.0,스타 셰프가 운영하는
40187.0,인테리어가 좋은
40187.0,파인 다이닝을 할 수 있는
40187.0,분위기가 좋은
42868.0,새벽까지 영업하는
42868.0,저녁에만 영업하는
42868.0,카운터 석이 있는
39803.0,주차 가능
37402.0,연인과 같이 가면 좋은
37402.0,주차 가능
37248.0,야경이 좋은
37248.0,전망이 좋은
37248.0,테라스가 있는
37248.0,주차 가능
,
37148.0,주차 가능
36640.0,카운터 석이 있는
39249.0,인테리어가 좋은
39249.0,전망이 좋은
39249.0,주차 가능
39249.0,삼성생명 인생카페
36677.0,코카-콜라 레드리본 맛집
39381.0,저녁에만 영업하는
37646.0,연중무휴
37981.0,스타 셰프가 운영하는
37981.0,주차 가능
37981.0,코카-콜라 레드리본 맛집
,
41278.0,스타 셰프가 운영하는
41278.0,파인 다이닝을 할 수 있는
41278.0,프라이빗룸이 있는
41278.0,발레 파킹
36834.0,발레 파킹
36834.0,카운터 석이 있는
39410.0,연중무휴
39410.0,발레 파킹
39410.0,클래식
39410.0,코카-콜라 레드리본 맛집
40017.0,아침을 먹을 수 있는
40017.0,코카-콜라 레드리본 맛집
39346.0,결혼기념일에 가면 좋은
39346.0,연인과 같이 가면 좋은
39346.0,스타 셰프가 운영하는
39346.0,인테리어가 좋은
39346.0,저녁에만 영업하는
39346.0,파인 다이닝을 할 수 있는
39346.0,분위기가 좋은
39346.0,주차 가능
38986.0,반려동물 동반 가능
37657.0,파인 다이닝을 할 수 있는
37657.0,발레 파킹
37567.0,저녁에만 영업하는
37567.0,파인 다이닝을 할 수 있는
37567.0,발레 파킹
37567.0,카운터 석이 있는
37970.0,일본풍
37970.0,프라이빗룸이 있는
37970.0,발레 파킹
37970.0,카운터 석이 있는
37882.0,스타 셰프가 운영하는
37882.0,파인 다이닝을 할 수 있는
37882.0,분위기가 좋은
37882.0,전통 한옥 리뉴얼
37882.0,주차 가능
37882.0,카운터 석이 있는
34268.0,술 한잔하기 좋은
34268.0,새벽까지 영업하는
34268.0,저녁에만 영업하는
34268.0,전통주 리스트가 좋은
34268.0,주차 가능
34268.0,카운터 석이 있는
,
,
42421.0,술 한잔하기 좋은
42421.0,새벽까지 영업하는
42421.0,저녁에만 영업하는
40102.0,인테리어가 좋은
40102.0,테라스가 있는
40102.0,연중무휴
40102.0,주차 가능
40102.0,삼성생명 인생카페
36512.0,주차 가능
36512.0,코카-콜라 레드리본 맛집
40330.0,카운터 석이 있는
,
39461.0,프라이빗룸이 있는
39461.0,주차 가능
40898.0,새벽까지 영업하는
40898.0,카운터 석이 있는
42656.0,주차 가능
,
39986.0,전망이 좋은
39986.0,정원이나 산책로가 있는
39986.0,테라스가 있는
39986.0,반려동물 동반 가능
39986.0,주차 가능
39986.0,바다가 보이는
39434.0,주차 가능
38852.0,연중무휴
37251.0,주차 가능
,
40647.0,카운터 석이 있는
40389.0,전망이 좋은
40389.0,테라스가 있는
40389.0,루프탑이 있는
40389.0,주차 가능
40278.0,연중무휴
40278.0,주차 가능
38997.0,전망이 좋은
38997.0,정원이나 산책로가 있는
38997.0,테라스가 있는
38997.0,연중무휴
38997.0,반려동물 동반 가능
38997.0,주차 가능
37644.0,전망이 좋은
37644.0,테라스가 있는
37644.0,주차 가능
37644.0,삼성생명 인생카페
37545.0,연중무휴
,
39494.0,연중무휴
39494.0,주차 가능
37574.0,24시간 영업하는
37574.0,연중무휴
37574.0,프라이빗룸이 있는
37574.0,주차 가능
,
37361.0,주차 가능
,
37407.0,전망이 좋은
37407.0,테라스가 있는
37407.0,연중무휴
37407.0,루프탑이 있는
37407.0,반려동물 동반 가능
37407.0,주차 가능
37407.0,삼성생명 인생카페
37315.0,삼성생명 인생카페
42742.0,주차 가능
42015.0,주차 가능
42015.0,카운터 석이 있는
39033.0,연중무휴
39292.0,전망이 좋은
38762.0,연중무휴
38762.0,주차 가능
39938.0,연중무휴
39938.0,주차 가능
37846.0,주차 가능
38262.0,연중무휴
38262.0,파인 다이닝을 할 수 있는
38262.0,가격대비 만족도가 높은
,
40207.0,연중무휴
40207.0,저녁에만 영업하는
40207.0,주차 가능
,
39341.0,주차 가능
40378.0,연중무휴
40378.0,주차 가능
40203.0,주차 가능
,
40961.0,주차 가능
40433.0,연중무휴
,
39963.0,연중무휴
,
35966.0,프라이빗룸이 있는
35966.0,카운터 석이 있는
40636.0,연중무휴
39686.0,주차 가능
41601.0,주차 가능
41207.0,연중무휴
41235.0,테라스가 있는
41235.0,주차 가능
41208.0,주차 가능
38855.0,연중무휴
,
39417.0,술 한잔하기 좋은
39417.0,새벽까지 영업하는
39417.0,저녁에만 영업하는
39417.0,주차 가능
40156.0,술 한잔하기 좋은
40156.0,연중무휴
40156.0,주차 가능
37865.0,저녁에만 영업하는
40253.0,아침을 먹을 수 있는
40253.0,연중무휴
37658.0,주차 가능
,
41216.0,테라스가 있는
41216.0,연중무휴
41216.0,주차 가능
41216.0,카운터 석이 있는
,
39743.0,주차 가능
40518.0,프라이빗룸이 있는
40518.0,주차 가능
39926.0,연중무휴
39926.0,주차 가능
36398.0,카운터 석이 있는
36398.0,코카-콜라 레드리본 맛집
38179.0,새벽까지 영업하는
38179.0,연중무휴
38179.0,켈리 더블 임팩트 맛집
,
39916.0,주차 가능
38724.0,연중무휴
38724.0,주차 가능
41213.0,술 한잔하기 좋은
41213.0,새벽까지 영업하는
41213.0,연중무휴
41213.0,저녁에만 영업하는
41213.0,카운터 석이 있는
40212.0,24시간 영업하는
40212.0,연중무휴
41209.0,반려동물 동반 가능
41209.0,주차 가능
40024.0,연중무휴
40024.0,주차 가능
39882.0,주차 가능
37869.0,주차 가능
37869.0,카운터 석이 있는
,
40049.0,연중무휴
40049.0,프라이빗룸이 있는
38013.0,주차 가능
37796.0,주차 가능
37796.0,카운터 석이 있는
37665.0,주차 가능
36726.0,카운터 석이 있는
31545.0,연인과 같이 가면 좋은
31545.0,술 한잔하기 좋은
31545.0,인테리어가 좋은
31545.0,저녁에만 영업하는
31545.0,주차 가능
31545.0,카운터 석이 있는
,
37955.0,새벽까지 영업하는
37955.0,연중무휴
37955.0,저녁에만 영업하는
37496.0,카운터 석이 있는
38003.0,주차 가능
39876.0,연중무휴
37298.0,연중무휴
40175.0,연중무휴
40175.0,주차 가능
40175.0,카운터 석이 있는
39778.0,연중무휴
39778.0,주차 가능
41245.0,주차 가능
37990.0,연중무휴
41069.0,연중무휴
41069.0,주차 가능
41069.0,카운터 석이 있는
39709.0,저녁에만 영업하는
39709.0,카운터 석이 있는
,
36769.0,연중무휴
40895.0,새벽까지 영업하는
40895.0,연중무휴
,
40276.0,새벽까지 영업하는
40276.0,연중무휴
38822.0,새벽까지 영업하는
38822.0,연중무휴
38822.0,저녁에만 영업하는
38822.0,프라이빗룸이 있는
38822.0,카운터 석이 있는
37316.0,술 한잔하기 좋은
37316.0,새벽까지 영업하는
37316.0,연중무휴
37316.0,저녁에만 영업하는
39664.0,카운터 석이 있는
40876.0,미술 작품이 있는
40876.0,반려동물 동반 가능
40876.0,주차 가능
37425.0,새벽까지 영업하는
37425.0,연중무휴
,
39569.0,연중무휴
39736.0,연중무휴
39736.0,주차 가능
38827.0,인테리어가 좋은
38827.0,해외 유명 브랜드
38827.0,아침을 먹을 수 있는
38817.0,연중무휴
38804.0,저녁에만 영업하는
,
37631.0,연중무휴
37625.0,전망이 좋은
37625.0,연중무휴
37625.0,주차 가능
37577.0,카운터 석이 있는
,
35343.0,주차 가능
,
,
,
39301.0,연중무휴
38127.0,연중무휴
,
40788.0,연중무휴
39293.0,카운터 석이 있는
40782.0,연중무휴
,
37910.0,연중무휴
37910.0,주차 가능
37910.0,켈리 더블 임팩트 맛집
41015.0,연중무휴
40404.0,연중무휴
40404.0,주차 가능
39913.0,연중무휴
39913.0,루프탑이 있는
39913.0,주차 가능
38714.0,연중무휴
38714.0,카운터 석이 있는
38263.0,연중무휴
37509.0,연중무휴
,
40334.0,아침을 먹을 수 있는
40334.0,연중무휴
40334.0,주차 가능
39496.0,연중무휴
37122.0,연중무휴
39176.0,연중무휴
39176.0,프라이빗룸이 있는
39176.0,주차 가능
39175.0,연중무휴
39175.0,주차 가능
41126.0,연중무휴
40392.0,연중무휴
40392.0,카운터 석이 있는
,
40105.0,연중무휴
39721.0,연중무휴
39499.0,연중무휴
39499.0,프라이빗룸이 있는
39499.0,주차 가능
39432.0,연중무휴
39432.0,프라이빗룸이 있는
39432.0,주차 가능
38982.0,연중무휴
40939.0,연중무휴
40939.0,주차 가능
40223.0,연중무휴
,
40649.0,새벽까지 영업하는
40649.0,연중무휴
40457.0,새벽까지 영업하는
40457.0,연중무휴
40157.0,술 한잔하기 좋은
40157.0,연중무휴
40157.0,주차 가능
39863.0,연중무휴
39728.0,주차 가능
,
39044.0,아침을 먹을 수 있는
,
38745.0,연중무휴
37693.0,새벽까지 영업하는
37693.0,연중무휴
,
40540.0,연중무휴
40540.0,발레 파킹
40540.0,카운터 석이 있는
39095.0,새벽까지 영업하는
39095.0,연중무휴
38770.0,테라스가 있는
38770.0,연중무휴
38770.0,반려동물 동반 가능
38770.0,포토존이 있는
34636.0,연중무휴
34636.0,주차 가능
34636.0,카운터 석이 있는
37710.0,연중무휴
37710.0,주차 가능
37710.0,발레 파킹
37710.0,카운터 석이 있는
39887.0,술 한잔하기 좋은
39887.0,테라스가 있는
39887.0,새벽까지 영업하는
39887.0,연중무휴
39887.0,모던/스타일리시
39887.0,발레 파킹
37841.0,새벽까지 영업하는
37841.0,연중무휴
37841.0,저녁에만 영업하는
37841.0,발레 파킹
37234.0,카운터 석이 있는
37564.0,연중무휴
38691.0,새벽까지 영업하는
38691.0,연중무휴
38691.0,주차 가능
40066.0,연중무휴
40066.0,발레 파킹
40058.0,카운터 석이 있는
39741.0,새벽까지 영업하는
39741.0,연중무휴
39741.0,저녁에만 영업하는
39741.0,카운터 석이 있는
,
39862.0,연중무휴
41046.0,연중무휴
39779.0,연중무휴
39280.0,새벽까지 영업하는
39280.0,연중무휴
39280.0,카운터 석이 있는
,
40333.0,카운터 석이 있는
,
,
40101.0,연중무휴
40101.0,카운터 석이 있는
39647.0,테라스가 있는
39647.0,연중무휴
37599.0,연중무휴
,
37909.0,주차 가능
,
,
38824.0,테라스가 있는
38824.0,연중무휴
37872.0,레트로풍
40077.0,주차 가능
41119.0,연중무휴
41119.0,주차 가능
41119.0,카운터 석이 있는
40999.0,연중무휴
41222.0,연중무휴
32860.0,연인과 같이 가면 좋은
32860.0,주차 가능
41193.0,주차 가능
41187.0,주차 가능
41177.0,연중무휴
41177.0,주차 가능
36210.0,카운터 석이 있는
40054.0,연중무휴
,
41125.0,연중무휴
41125.0,프라이빗룸이 있는
41125.0,주차 가능
41092.0,연중무휴
41092.0,주차 가능
41054.0,연중무휴
41054.0,주차 가능
40183.0,주차 가능
41038.0,카운터 석이 있는
40551.0,저녁에만 영업하는
40551.0,프라이빗룸이 있는
40551.0,주차 가능
40551.0,카운터 석이 있는
,
40287.0,연중무휴
40287.0,주차 가능
40863.0,반려동물 동반 가능
,
40626.0,연중무휴
40456.0,연중무휴
40456.0,주차 가능
,
40293.0,가격대비 만족도가 높은
40293.0,프라이빗룸이 있는
40293.0,주차 가능
39440.0,인테리어가 좋은
39440.0,연중무휴
39440.0,주차 가능
39440.0,미디어아트가 있는
37580.0,연중무휴
,
40279.0,새벽까지 영업하는
40279.0,연중무휴
40279.0,저녁에만 영업하는
40538.0,연중무휴
40538.0,주차 가능
40495.0,저녁에만 영업하는
40495.0,주차 가능
,
40471.0,연중무휴
40471.0,주차 가능
40430.0,발레 파킹
40429.0,새벽까지 영업하는
40429.0,저녁에만 영업하는
40412.0,연중무휴
40412.0,주차 가능
40360.0,새벽까지 영업하는
40360.0,연중무휴
40360.0,저녁에만 영업하는
40360.0,주차 가능
40292.0,연중무휴
36452.0,연중무휴
40282.0,연중무휴
40231.0,새벽까지 영업하는
40231.0,연중무휴
40231.0,저녁에만 영업하는
40234.0,연중무휴
40234.0,주차 가능
40234.0,카운터 석이 있는
40238.0,새벽까지 영업하는
40238.0,연중무휴
40238.0,저녁에만 영업하는
40213.0,연중무휴
40213.0,저녁에만 영업하는
40213.0,주차 가능
40211.0,연중무휴
40204.0,연중무휴
40204.0,주차 가능
40204.0,카운터 석이 있는
39168.0,연중무휴
,
37068.0,연중무휴
39729.0,연중무휴
40130.0,연중무휴
40130.0,주차 가능
40071.0,연중무휴
40071.0,반려동물 동반 가능
40071.0,주차 가능
39235.0,카운터 석이 있는
39553.0,저녁에만 영업하는
39553.0,주차 가능
40025.0,테라스가 있는
39980.0,연중무휴
39980.0,주차 가능
39980.0,카운터 석이 있는
39420.0,연중무휴
39420.0,주차 가능
,
39880.0,연중무휴
39880.0,카운터 석이 있는
39877.0,아침을 먹을 수 있는
,
39848.0,연중무휴
39848.0,카운터 석이 있는
39842.0,주차 가능
39710.0,아침을 먹을 수 있는
39710.0,연중무휴
39710.0,주차 가능
39693.0,카운터 석이 있는
39587.0,연중무휴
39587.0,프라이빗룸이 있는
39587.0,주차 가능
,
39821.0,연중무휴
39821.0,프라이빗룸이 있는
39821.0,주차 가능
39753.0,연중무휴
39753.0,주차 가능
37372.0,연중무휴
39726.0,주차 가능
36044.0,연중무휴
,
39596.0,주차 가능
39473.0,주차 가능
39473.0,카운터 석이 있는
39430.0,주차 가능
39627.0,연중무휴
39707.0,정원이나 산책로가 있는
39707.0,테라스가 있는
39707.0,연중무휴
39707.0,주차 가능
39661.0,연중무휴
39661.0,카운터 석이 있는
36488.0,코카-콜라 레드리본 맛집
35449.0,코카-콜라 레드리본 맛집
35368.0,주차 가능
35368.0,코카-콜라 레드리본 맛집
38049.0,연중무휴
38049.0,주차 가능
38049.0,코카-콜라 레드리본 맛집
36565.0,반려동물 동반 가능
36565.0,주차 가능
36565.0,코카-콜라 레드리본 맛집
39615.0,연중무휴
39629.0,연중무휴
39629.0,주차 가능
39630.0,주차 가능
39648.0,주차 가능
39624.0,연중무휴
39624.0,주차 가능
,
39480.0,연중무휴
39480.0,저녁에만 영업하는
39480.0,주차 가능
39207.0,연중무휴
39207.0,저녁에만 영업하는
38729.0,테라스가 있는
38729.0,주차 가능
39245.0,연중무휴
39245.0,주차 가능
39312.0,주차 가능
39297.0,연중무휴
39297.0,주차 가능
38744.0,연중무휴
38744.0,주차 가능
38985.0,주차 가능
38989.0,주차 가능
38813.0,연중무휴
,
,
36093.0,주차 가능
37411.0,주차 가능
37879.0,새벽까지 영업하는
37879.0,연중무휴
37879.0,카운터 석이 있는
38787.0,연중무휴
38787.0,주차 가능
38825.0,연중무휴
38825.0,카운터 석이 있는
38723.0,연중무휴
37925.0,연중무휴
37925.0,카운터 석이 있는
38756.0,전망이 좋은
38756.0,정원이나 산책로가 있는
38756.0,테라스가 있는
38756.0,연중무휴
38756.0,주차 가능
38765.0,연중무휴
38765.0,주차 가능
37960.0,연중무휴
38717.0,새벽까지 영업하는
38717.0,저녁에만 영업하는
38717.0,주차 가능
38709.0,연중무휴
38709.0,주차 가능
38699.0,연중무휴
38699.0,반려동물 동반 가능
38699.0,주차 가능
37958.0,연중무휴
37958.0,주차 가능
38162.0,연중무휴
38162.0,주차 가능
38150.0,테라스가 있는
38150.0,반려동물 동반 가능
37632.0,연중무휴
37870.0,연중무휴
37870.0,주차 가능
,
37706.0,주차 가능
,
37394.0,카운터 석이 있는
37676.0,연중무휴
37676.0,주차 가능
,
37492.0,새벽까지 영업하는
,
37303.0,연중무휴
,
,
,
,
42851.0,연중무휴
42830.0,연중무휴
21794.0,아침을 먹을 수 있는
41341.0,삼성생명 인생카페
40849.0,삼성생명 인생카페
12391.0,역사가 오래된
12391.0,전망이 좋은
12391.0,연중무휴
12391.0,주차 가능
40701.0,주차 가능
40701.0,삼성생명 인생카페
39024.0,연중무휴
39024.0,주차 가능
2072.0,아침을 먹을 수 있는
2072.0,연중무휴
2072.0,주차 가능
8995.0,역사가 오래된
32770.0,연중무휴
32770.0,주차 가능
32770.0,카운터 석이 있는
31691.0,연중무휴
31691.0,주차 가능
34750.0,가족과 외식하기 좋은
34750.0,연중무휴
34750.0,주차 가능
,
,
34073.0,반려동물 동반 가능
34073.0,주차 가능
,
39065.0,주차 가능
37451.0,연중무휴
37494.0,프라이빗룸이 있는
37494.0,주차 가능
38800.0,전망이 좋은
38800.0,테라스가 있는
38800.0,반려동물 동반 가능
38800.0,주차 가능
37684.0,연중무휴
37684.0,주차 가능
39493.0,연중무휴
39493.0,주차 가능
40151.0,술 한잔하기 좋은
40151.0,연중무휴
40151.0,주차 가능
,
40682.0,새벽까지 영업하는
40682.0,연중무휴
40682.0,저녁에만 영업하는
40682.0,주차 가능
32523.0,주차 가능
41180.0,연중무휴
41673.0,연중무휴
41673.0,주차 가능
42480.0,연중무휴
42480.0,주차 가능
39633.0,연중무휴
39633.0,주차 가능
42855.0,주차 가능
42865.0,인테리어가 좋은
42865.0,정원이나 산책로가 있는
42865.0,테라스가 있는
42865.0,주차 가능
42865.0,포토존이 있는
42865.0,클래식
,
42769.0,연중무휴
42769.0,주차 가능
,
,
41653.0,주차 가능
42817.0,카운터 석이 있는
,
,
42716.0,연중무휴
42716.0,주차 가능
42708.0,테라스가 있는
42438.0,연중무휴
42438.0,주차 가능
42320.0,연중무휴
42320.0,주차 가능
42162.0,카운터 석이 있는
41924.0,주차 가능
41790.0,연중무휴
41790.0,주차 가능
,
41521.0,발레 파킹
11112.0,정원이나 산책로가 있는
11112.0,테라스가 있는
11112.0,연중무휴
11112.0,주차 가능
41145.0,연중무휴
41145.0,주차 가능
41094.0,주차 가능
40397.0,주차 가능
41395.0,전망이 좋은
41395.0,정원이나 산책로가 있는
41395.0,테라스가 있는
41395.0,주차 가능
41395.0,삼성생명 인생카페
41490.0,인테리어가 좋은
41490.0,정원이나 산책로가 있는
41490.0,테라스가 있는
41490.0,전통 한옥 재현
41490.0,주차 가능
41490.0,삼성생명 인생카페
41516.0,정원이나 산책로가 있는
41516.0,테라스가 있는
41516.0,연중무휴
41516.0,주차 가능
41516.0,삼성생명 인생카페
41048.0,공연이 있는
41048.0,전망이 좋은
41048.0,주차 가능
41048.0,삼성생명 인생카페
41051.0,전망이 좋은
41051.0,테라스가 있는
41051.0,주차 가능
41051.0,바다가 보이는
41051.0,삼성생명 인생카페
41052.0,브런치 메뉴가 있는
41052.0,전망이 좋은
41052.0,정원이나 산책로가 있는
41052.0,주차 가능
41052.0,바다가 보이는
41052.0,포토존이 있는
41052.0,삼성생명 인생카페
41055.0,전망이 좋은
41055.0,삼성생명 인생카페
41056.0,인테리어가 좋은
41056.0,전망이 좋은
41056.0,정원이나 산책로가 있는
41056.0,바다가 보이는
41056.0,포토존이 있는
41056.0,삼성생명 인생카페
41101.0,정원이나 산책로가 있는
41101.0,테라스가 있는
41101.0,에스닉
41101.0,주차 가능
41101.0,삼성생명 인생카페
41336.0,전망이 좋은
41336.0,정원이나 산책로가 있는
41336.0,테라스가 있는
41336.0,주차 가능
41336.0,삼성생명 인생카페
40870.0,인테리어가 좋은
40870.0,전망이 좋은
40870.0,정원이나 산책로가 있는
40870.0,주차 가능
40870.0,삼성생명 인생카페
40877.0,인테리어가 좋은
40877.0,삼성생명 인생카페
40888.0,삼성생명 인생카페
40891.0,인테리어가 좋은
40891.0,정원이나 산책로가 있는
40891.0,전통 한옥 재현
40891.0,삼성생명 인생카페
40925.0,인테리어가 좋은
40925.0,전망이 좋은
40925.0,정원이나 산책로가 있는
40925.0,테라스가 있는
40925.0,주차 가능
40925.0,삼성생명 인생카페
40967.0,브런치 메뉴가 있는
40967.0,전망이 좋은
40967.0,바다가 보이는
40967.0,포토존이 있는
40967.0,삼성생명 인생카페
41012.0,인테리어가 좋은
41012.0,전망이 좋은
41012.0,정원이나 산책로가 있는
41012.0,테라스가 있는
41012.0,주차 가능
41012.0,포토존이 있는
41012.0,삼성생명 인생카페
40769.0,전망이 좋은
40769.0,루프탑이 있는
40769.0,바다가 보이는
40769.0,삼성생명 인생카페
40800.0,인테리어가 좋은
40800.0,전망이 좋은
40800.0,정원이나 산책로가 있는
40800.0,주차 가능
40800.0,삼성생명 인생카페
40801.0,브런치 메뉴가 있는
40801.0,인테리어가 좋은
40801.0,정원이나 산책로가 있는
40801.0,주차 가능
40801.0,삼성생명 인생카페
40804.0,인테리어가 좋은
40804.0,전망이 좋은
40804.0,정원이나 산책로가 있는
40804.0,주차 가능
40804.0,삼성생명 인생카페
33297.0,미술 작품이 있는
33297.0,인테리어가 좋은
33297.0,전망이 좋은
33297.0,정원이나 산책로가 있는
33297.0,테라스가 있는
33297.0,주차 가능
33297.0,포토존이 있는
33297.0,삼성생명 인생카페
40275.0,인테리어가 좋은
40275.0,전망이 좋은
40275.0,정원이나 산책로가 있는
40275.0,테라스가 있는
40275.0,주차 가능
40275.0,삼성생명 인생카페
40748.0,공연이 있는
40748.0,브런치 메뉴가 있는
40748.0,정원이나 산책로가 있는
40748.0,연중무휴
40748.0,주차 가능
40748.0,삼성생명 인생카페
40752.0,미술 작품이 있는
40752.0,인테리어가 좋은
40752.0,정원이나 산책로가 있는
40752.0,프라이빗룸이 있는
40752.0,삼성생명 인생카페
40602.0,연중무휴
40602.0,주차 가능
40602.0,글루텐프리 메뉴가 있는
40602.0,삼성생명 인생카페
40609.0,인테리어가 좋은
40609.0,정원이나 산책로가 있는
40609.0,테라스가 있는
40609.0,연중무휴
40609.0,주차 가능
40609.0,삼성생명 인생카페
40604.0,인테리어가 좋은
40604.0,전망이 좋은
40604.0,연중무휴
40604.0,주차 가능
40604.0,바다가 보이는
40604.0,삼성생명 인생카페
40614.0,주차 가능
40614.0,삼성생명 인생카페
40620.0,전망이 좋은
40620.0,테라스가 있는
40620.0,주차 가능
40620.0,바다가 보이는
40620.0,삼성생명 인생카페
40630.0,반려동물 동반 가능
40630.0,주차 가능
40630.0,삼성생명 인생카페
40635.0,전망이 좋은
40635.0,연중무휴
40635.0,주차 가능
40635.0,삼성생명 인생카페
40638.0,연중무휴
40638.0,주차 가능
40638.0,삼성생명 인생카페
40560.0,전망이 좋은
40560.0,테라스가 있는
40560.0,주차 가능
40560.0,삼성생명 인생카페
40653.0,미술 작품이 있는
40653.0,연중무휴
40653.0,주차 가능
40653.0,삼성생명 인생카페
40569.0,삼성생명 인생카페
37618.0,전망이 좋은
37618.0,연중무휴
37618.0,주차 가능
37618.0,삼성생명 인생카페
32534.0,전망이 좋은
32534.0,정원이나 산책로가 있는
32534.0,주차 가능
32534.0,삼성생명 인생카페
42746.0,주차 가능
3635.0,야경이 좋은
3635.0,전망이 좋은
3635.0,정원이나 산책로가 있는
3635.0,테라스가 있는
3635.0,주차 가능
3635.0,삼성생명 인생카페
41400.0,삼성생명 인생카페
40988.0,삼성생명 인생카페
40965.0,삼성생명 인생카페
40896.0,삼성생명 인생카페
40435.0,미술 작품이 있는
40435.0,전망이 좋은
40435.0,정원이나 산책로가 있는
40435.0,테라스가 있는
40435.0,연중무휴
40435.0,주차 가능
40435.0,바다가 보이는
40435.0,삼성생명 인생카페
40126.0,전망이 좋은
40126.0,정원이나 산책로가 있는
40126.0,테라스가 있는
40126.0,연중무휴
40126.0,주차 가능
40126.0,삼성생명 인생카페
39885.0,정원이나 산책로가 있는
39885.0,테라스가 있는
39885.0,연중무휴
39885.0,주차 가능
39885.0,삼성생명 인생카페
39649.0,정원이나 산책로가 있는
39649.0,테라스가 있는
39649.0,연중무휴
39649.0,루프탑이 있는
39649.0,반려동물 동반 가능
39649.0,주차 가능
39649.0,삼성생명 인생카페
39191.0,연중무휴
39191.0,주차 가능
39191.0,바다가 보이는
39191.0,포토존이 있는
39191.0,삼성생명 인생카페
38735.0,연중무휴
38735.0,삼성생명 인생카페
38268.0,인테리어가 좋은
38268.0,전망이 좋은
38268.0,테라스가 있는
38268.0,연중무휴
38268.0,루프탑이 있는
38268.0,주차 가능
38268.0,삼성생명 인생카페
37946.0,연중무휴
37946.0,반려동물 동반 가능
37946.0,주차 가능
37946.0,삼성생명 인생카페
37892.0,정원이나 산책로가 있는
37892.0,연중무휴
37892.0,주차 가능
37892.0,삼성생명 인생카페
37569.0,주차 가능
37569.0,삼성생명 인생카페
37503.0,연중무휴
37503.0,삼성생명 인생카페
37444.0,주차 가능
37444.0,삼성생명 인생카페
37391.0,연중무휴
37391.0,주차 가능
37391.0,삼성생명 인생카페
37115.0,전망이 좋은
37115.0,테라스가 있는
37115.0,삼성생명 인생카페
36949.0,전망이 좋은
36949.0,삼성생명 인생카페
36693.0,정원이나 산책로가 있는
36693.0,테라스가 있는
36693.0,프라이빗룸이 있는
36693.0,삼성생명 인생카페
36097.0,주차 가능
36097.0,삼성생명 인생카페
35868.0,전망이 좋은
35868.0,주차 가능
35868.0,바다가 보이는
35868.0,카운터 석이 있는
35868.0,삼성생명 인생카페
35680.0,삼성생명 인생카페
34947.0,전망이 좋은
34947.0,정원이나 산책로가 있는
34947.0,테라스가 있는
34947.0,연중무휴
34947.0,주차 가능
34947.0,삼성생명 인생카페
33998.0,전망이 좋은
33998.0,정원이나 산책로가 있는
33998.0,테라스가 있는
33998.0,연중무휴
33998.0,주차 가능
33998.0,삼성생명 인생카페
33713.0,반려동물 동반 가능
33713.0,삼성생명 인생카페
33701.0,연중무휴
33701.0,포토존이 있는
33701.0,삼성생명 인생카페
33624.0,인테리어가 좋은
33624.0,전망이 좋은
33624.0,테라스가 있는
33624.0,연중무휴
33624.0,모던/스타일리시
33624.0,주차 가능
33624.0,포토존이 있는
33624.0,삼성생명 인생카페
33252.0,테라스가 있는
33252.0,루프탑이 있는
33252.0,적산가옥 리뉴얼
33252.0,삼성생명 인생카페
32852.0,전망이 좋은
32852.0,정원이나 산책로가 있는
32852.0,테라스가 있는
32852.0,연중무휴
32852.0,주차 가능
32852.0,포토존이 있는
32852.0,삼성생명 인생카페
32739.0,주차 가능
32739.0,삼성생명 인생카페
41082.0,인테리어가 좋은
41082.0,전망이 좋은
41082.0,정원이나 산책로가 있는
41082.0,테라스가 있는
41082.0,주차 가능
41082.0,삼성생명 인생카페
37013.0,전망이 좋은
37013.0,정원이나 산책로가 있는
37013.0,테라스가 있는
37013.0,삼성생명 인생카페
40817.0,전통 한옥 리뉴얼
40817.0,삼성생명 인생카페
